result,nation,venue,venueCountry,date,name,yearOfBirth,sex,event,type
2.50,GHA,Réduit,MRI,2007-04-19,Margaret Simpson,1982,Female,PV,NR
4.91,GRE,London,GBR,2017-08-06,Ekateríni Stefanídi,1990,Female,PV,NR
3.50,GUA,St. Charles MO,USA,2005-05-14,Peggy Ovalle,1976,Female,PV,NR
2.20,HAI,Gagny,FRA,2019-05-04,Kentiana Sémexant,,Female,PV,NR
3.55,HKG,Hongkong,HKG,2017-04-23,Choi Sin Ting,,Female,PV,NR
2.70,HON,Tegucigalpa,HON,2017-07-01,Aimee Zelaya,,Female,PV,NR
4.55,HUN,Beckum,GER,2006-08-20,Krisztina Molnár,1976,Female,PV,NR
4.15,INA,Pathum Thani,THA,2022-12-01,Diva Renata Jayadi,2002,Female,PV,NR
4.21,IND,Bengaluru,IND,2022-10-15,P. Rosy Meena,1997,Female,PV,NR
4.03,IRI,Tehran,IRI,2021-09-16,Mahsa Mirzatabibi,1998,Female,PV,NR
4.60,IRL,Chula Vista CA,USA,2013-06-06,Tori Pena,1987,Female,PV,NR
2.90,IRQ,Baghdad,IRQ,2022-11-25,Mohamed Hassoun Nisreen,,Female,PV,NR
4.60,ISL,Madrid,ESP,2004-07-17,Thórey Edda Elísdóttir,1977,Female,PV,NR
4.50,ISR,Tel Aviv,ISR,2010-04-10,Jillian Schwartz,1979,Female,PV,NR
2.74,ISV,Cedar Hill TX,USA,2011-04-02,Zondra Carty,,Female,PV,NR
4.73,ITA,Chiari,ITA,2023-09-04,Roberta Bruni,1994,Female,PV,NR
3.40,JAM,Ashford,GBR,1998-05-09,Maria Newton,1966,Female,PV,NR
3.20,JOR,Damascus,SYR,2004-09-12,Fatima Zahraa,,Female,PV,NR
4.48,JPN,Hangzhou,CHN,2023-10-02,Misaki Morota,1998,Female,PV,NR
4.20,KAZ,Almaty,KAZ,2022-06-26,Anastasiya Yermakova,2000,Female,PV,NR
4.20,KAZ,Busan,KOR,2014-05-17,Olga Lapina,1990,Female,PV,NR
3.20,KEN,Nairobi,KEN,2015-11-07,Caroline Cherotich,1987,Female,PV,NR
4.41,KOR,Gimcheon,KOR,2012-05-08,Choi Yun-Hee,1986,Female,PV,NR
1.80,KUW,Al-Kuwait,KUW,2012-09-11,Fatima Mathni Taoufik,,Female,PV,NR
2.40,LAO,Bangkok,THA,2015-09-08,Soutsada Siliphonphanh,,Female,PV,NR
4.27,LAT,Eugene OR,USA,2021-07-01,Alisona Neidere,2004,Female,PV,NR
2.10,LBN,Beyrouth,LBN,2010-07-08,Jana Majed,,Female,PV,NR
2.30,LIE,Götzis,AUT,2014-07-05,Hannah Meier,1998,Female,PV,NR
4.15,LTU,Jerusalem,ISR,2023-08-10,Rugilė Miklyčiūtė,2005,Female,PV,NR
4.30,LUX,Reykjavik,ISL,2015-06-04,Gina Reuland,1992,Female,PV,NR
2.45,MAD,Antananarivo,MAD,2000-08-27,Ange Rajaonah,,Female,PV,NR
4.05,MAR,Rabat,MAR,2006-07-16,Dinar Nisrine,1988,Female,PV,NR
4.40,MAS,Mataró,ESP,2006-07-10,Roslinda Samsu,1982,Female,PV,NR
4.15,MDA,Almaty,KAZ,2022-06-26,Angelina Zhuk-Krasnova,1991,Female,PV,NR
4.35,MEX,Ciudad de México,MEX,2016-03-18,Carmelita Correa,1988,Female,PV,NR
2.40,MLI,Savigny-le-Temple,FRA,2016-05-29,Dienabou Diarra,1999,Female,PV,NR
3.80,MLT,Limassol,CYP,2021-06-19,Peppyna Dalli,1998,Female,PV,NR
2.70,MON,Nice,FRA,2017-05-28,Sarah Seggiaro,2003,Female,PV,NR
3.71,MRI,Réduit,MRI,2004-07-25,Nancy Cheekoussen,1983,Female,PV,NR
3.40,MYA,Nay Pyi Taw,MYA,2015-01-28,Hnin Yee Wai,,Female,PV,NR
2.30,NAM,Windhoek,NAM,2013-06-04,Chene de Wet,,Female,PV,NR
2.80,NCA,Managua,NCA,2017-12-12,Ana Granados,,Female,PV,NR
4.55,NED,Amsterdam,NED,2015-08-01,Femke Pluim,1994,Female,PV,NR
4.01,NGR,Canegrate,ITA,2022-06-09,Great Nnachi,2004,Female,PV,NR
4.70,NOR,Génève,SUI,2022-06-11,Lene Onsrud Retzius,1996,Female,PV,NR
4.94,NZL,Jockgrim,GER,2018-07-17,Eliza McCartney,1996,Female,PV,NR
2.70,OMA,Dubai,UAE,2012-12-13,Rasha Mohamed Al-Malki,,Female,PV,NR
3.15,PAK,Peshawar,PAK,2019-11-11,Sidra Bashir,,Female,PV,NR
2.20,PAN,Managua,NCA,2012-06-15,Meelany Jaen,,Female,PV,NR
3.75,PAR,Wipperfürth,GER,2015-06-03,Catalina Amarilla,1992,Female,PV,NR
4.25,PER,Ciudad de México,MEX,2020-02-22,Nicole Hein,1996,Female,PV,NR
4.30,PHI,Piedmont SC,USA,2020-07-15,Natalie Uy,1994,Female,PV,NR
2.30,PNG,Nathan,AUS,2015-06-14,Delilah Kami,,Female,PV,NR
4.50,POR,Albi,FRA,2011-07-29,Maria Leonor Tavares,1985,Female,PV,NR
3.60,PRK,Pyongyang,PRK,2011-10-04,Ri Myong Sim,,Female,PV,NR
4.50,PUR,Norwalk CA,USA,2016-04-16,Diamara Planell,1993,Female,PV,NR
3.50,QAT,Jamhour,LBN,2022-07-05,Sanar Ridha,2003,Female,PV,NR
4.22,ROU,Dreux,FRA,1999-06-11,Gabriela Mihalcea,1964,Female,PV,NR
4.42,RSA,Wesel,GER,2000-06-12,Elmarie Gerryts,1972,Female,PV,NR
5.06,RUS,Zürich,SUI,2009-08-28,Yelena Isinbayeva,1982,Female,PV,NR
1.50,SAM,Apia,SAM,1998-11-30,Hi Fesili,,Female,PV,NR
3.71,SEN,Aulnay-sous-Bois,FRA,2013-06-26,Fatoumata Gnacko,1992,Female,PV,NR
3.91,SGP,Bangkok,THA,2017-06-13,Rachel Yang Bing Jie,1982,Female,PV,NR
3.55,SMR,Imola,ITA,2021-05-23,Martina Muraccini,1995,Female,PV,NR
4.25,SRB,Sremska Mitrovica,SRB,2011-08-19,Jelena Damnjanović,1983,Female,PV,NR
3.71,SRI,Diyagama,SRI,2022-04-09,K.L.Sachini Perera,1998,Female,PV,NR
2.80,STP,Seixal,POR,2005-06-18,Nair Varela,,Female,PV,NR
4.78,SUI,Doha,QAT,2016-05-06,Nicole Büchler,1983,Female,PV,NR
4.10,SVK,Novo Mesto,SLO,2006-07-12,Slavomíra Sľúková,1981,Female,PV,NR
4.83,SWE,Norrköping,SWE,2020-08-01,Michaela Meijer,1993,Female,PV,NR
3.15,SYR,Latakia,SYR,2011-03-26,Riham Shiha,1991,Female,PV,NR
2.50,TGA,Auckland,NZL,2003-02-22,Melesia Mafile'o,1984,Female,PV,NR
4.30,THA,Jakarta,INA,2018-08-28,Chayanisa Chomchuendee,1988,Female,PV,NR
4.20,TPE,Bangkok,THA,2018-05-06,Wu Chia-Ju,1999,Female,PV,NR
2.36,TTO,Baltimore MD,USA,2008-05-02,Ayana Riviere,,Female,PV,NR
4.31,TUN,Rabat,MAR,2019-08-27,Dorra Mahfoudhi,1993,Female,PV,NR
4.42,TUR,Bursa,TUR,2022-06-25,Buse Arıkazan,1994,Female,PV,NR
2.20,UGA,Kampala,UGA,2012-12-05,Lucy Angucia,,Female,PV,NR
4.70,UKR,Lutsk,UKR,2021-06-18,Maryna Kylypko,1995,Female,PV,NR
4.23,URU,Cochabamba,BOL,2000-07-23,Deborah Gyurcsek,1978,Female,PV,NR
5.00,USA,Bruxelles,BEL,2016-09-09,Sandi Morris,1992,Female,PV,NR
3.80,UZB,Almaty,KAZ,2023-07-02,Jasmina Mansurova,2005,Female,PV,NR
4.70,VEN,Cochabamba,BOL,2018-06-07,Robeilys Peinado,1997,Female,PV,NR
4.20,VIE,Palembang,INA,2011-11-15,Le Thi Phuong,1983,Female,PV,NR
2.60,ZIM,UNKNOWN,???,2000-01-01,Margaret Odendaal,,Female,PV,NR
