Code;Type;Discipline;Class;Result;Wind;Venue;Venue Country;Environment;Date;Firstname;Lastname;Nation;YOB;Sex;WorldathleticsId
AL;4;11H;M;13.28;0.1;Hayward Field;USA;Outdoor;2025-06-13;John;Adesola;RSA;2002;Male;14830130
AL;4;10G;W;45:39.55;;Miloud HEDEFI Athletics Stadium;ALG;Outdoor;2025-04-30;Imen;Saii;TUN;2007;Female;15090832
AL;4;WEI;M;8.17;0.4;Germiston Stadium;RSA;Outdoor;2025-01-25;Cheswill;Johnson;RSA;1997;Male;14741320
AL;4;4×4;M;2:57.50;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;South;Africa;RSA;;Male;
AL;4;1K5;M;3:29.75;;Stadio Olimpico;ITA;Outdoor;2025-06-06;Timothy;Cheruiyot;KEN;1995;Male;14643526
AL;4;50M;M;5.74;;Field House;CAN;Indoor;2025-01-24;Usheoritse;Itsekiri;NGR;1998;Male;14705042
AL;4;40H;M;47.49;;Hayward Field;USA;Outdoor;2025-06-13;Ezekiel;Nathaniel;NGR;2003;Male;14960533.0
AL;4;WEI;W;6.7;0.0;Piedmont Park;USA;Outdoor;2025-05-17;Ese;Brume;NGR;1996;Female;14591118
AL;4;WEI;W;6.7;1.3;Ulinzi Sports Complex;KEN;Outdoor;2025-05-31;Esraa;Owis;EGY;1997;Female;14661496
AL;4;HAM;M;72.54;;The Olympic Center For Training National Teams;EGY;Outdoor;2025-04-10;Mostafa;Elgamel;EGY;1988;Male;14167545
AL;4;KUG;W;18.14;;McArthur Stadium;RSA;Outdoor;2025-04-26;Colette;Uys;RSA;2000;Female;14788077
AL;4;4×2;M;1:27.18;;Francistown Stadion;BOT;Outdoor;2025-03-29;JAC;;BOT;;Male;
AL;4;DIS;W;64.12;;Millican Field at Throw Town;USA;Outdoor;2025-04-10;Chioma;Onyekwere-Lyons;NGR;1994;Female;14536919
AL;4;60M;M;6.48;;Virginia Beach Sports Center;USA;Indoor;2025-03-14;Kayinsola;Ajayi;NGR;2004;Male;14976296
AL;4;5K0;W;14:03.69;;Stadio Olimpico;ITA;Outdoor;2025-06-06;Beatrice;Chebet;KEN;2000;Female;14749924
AL;4;600;M;1:14.61;;Complexe Olympique Mohamed Boudiaf;ALG;Outdoor;2025-02-21;Slimane;Moula;ALG;1999;Male;14747495
AL;4;STA;W;4.35;;Pilditch Stadium;RSA;Outdoor;2025-05-02;Miré;Reinstorf;RSA;2002;Female;14838299
AL;4;2K0;M;5:03.71;;Salle Maryvonne Dupureur;FRA;Indoor;2025-01-11;Amine;Brahimi;ALG;1995;Male;14801499
AL;4;5G;W;21:46.00;;Stade Souk Ethnine;ALG;Outdoor;2025-05-31;Souad;Azzi;ALG;1999;Female;14786345
AL;4;1K0;M;2:18.48;;McArthur Stadium;RSA;Outdoor;2025-02-25;Yassine;Hethat;ALG;1991;Male;14483503
AL;4;300;W;36.24;;Ansin Sports Complex;USA;Outdoor;2025-04-05;Jessika;Gbai;CIV;1998;Female;14823620
AL;4;3KH;W;8:58.15;;Hayward Field;USA;Outdoor;2025-06-14;Doris;Lemngole;KEN;2002;Female;15128594
AL;4;STA;M;5.73;;CrossPlex Athletic Facility;USA;Indoor;2025-02-24;Kyle;Rademeyer;RSA;2002;Male;14790285
AL;4;3G;M;13:04.69;;Pilditch Stadium;RSA;Outdoor;2025-02-15;Williams;Rivers;RSA;2004;Male;14975839
AL;4;60H;M;7.65;;Halle Stéphane Diagana;FRA;Indoor;2025-02-15;Jeremie;Lararaudeuse;MRI;2001;Male;14852149
AL;4;800;M;1:41.95;;Olympiastadion;SWE;Outdoor;2025-06-15;Emmanuel;Wanyonyi;KEN;2004;Male;14974928
AL;4;SPE;W;62.77;;Bislett Stadion;NOR;Outdoor;2025-06-12;Jo-Ane;Du Plessis;RSA;1997;Female;14558613
AL;4;2KH;M;5:36.7;;Stade D'athlétisme;TUN;Outdoor;2025-02-16;Saif;Zuidi;TUN;2005;Male;15105696
AL;4;HOC;W;1.97;;Rock Chalk Park;USA;Outdoor;2025-05-17;Temitope;Simbiat Adeshina;NGR;1998;Female;14828037
AL;4;DIS;M;65.51;;Werferzentrum Brandberge;GER;Outdoor;2025-05-24;Victor;Hogan;RSA;1989;Male;14220168
AL;4;5K0;M;12:45.93;;Bislett Stadion;NOR;Outdoor;2025-06-12;Biniam;Mehary;ETH;2006;Male;15118094
AL;4;10G;M;40:59.3;;Stade D'athlétisme;TUN;Outdoor;2025-02-16;Oussama;Farhat;TUN;2004;Male;14987907
AL;4;3K0;M;7:29.99;;Arena Stade Couvert;FRA;Indoor;2025-02-13;Biniam;Mehary;ETH;2006;Male;15118094
AL;4;2KH;W;6:47.49;;Ismailia Sports Stadium;EGY;Outdoor;2025-04-24;Malak;Abdul-Ghani Abdullah Ibrahim;EGY;;Female;15142151
AL;4;60M;W;7.08;;Randal Tyson Indoor Center;USA;Indoor;2025-02-14;Tima;Godbless;NGR;2004;Female;14909612
AL;4;800;W;1:56.64;;China Textile City Sports Centre;CHN;Outdoor;2025-05-03;Tsige;Duguma;ETH;2001;Female;14774192
AL;4;4×1;W;43.97;;Percy Beard Track;USA;Outdoor;2025-04-05;Liberia;;LBR;;Female;
AL;4;4×4;W;3:24.84;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;South;Africa;RSA;;Female;
AL;4;3G;W;13:48.29;;Stade Régional G. Hebert;FRA;Outdoor;2025-05-18;Melissa;Touloum;ALG;2002;Female;14852014
AL;4;1K0;W;2:29.21;;Egret Stadium;CHN;Outdoor;2025-04-26;Faith;Kipyegon;KEN;1994;Female;14413305
AL;4;300;M;31.83;;Pilditch Stadium;RSA;Outdoor;2025-02-08;Udeme;Okon;RSA;2005;Male;15116261.0
AL;4;40H;W;55.09;;McArthur Stadium;RSA;Outdoor;2025-04-25;Zenéy;Geldenhuys;RSA;2000;Female;14639191
AL;4;100;M;9.86;0.6;University of North Florda Jax Track at Hodges Stadium;USA;Outdoor;2025-05-30;Abdul-Rasheed;Saminu;GHA;1997;Male;14893921
AL;4;10K;M;26:50.21;;JSerra Catholic;USA;Outdoor;2025-03-29;Ishmael;Rokitto Kipkurui;KEN;2005;Male;14935332
AL;4;200;M;19.84;0.3;Hayward Field;USA;Outdoor;2025-06-13;Tapiwanashe;Makarawu;ZIM;2000;Male;14805965
AL;4;SPE;M;83.08;;Paavo Nurmen Stadion;FIN;Outdoor;2025-06-17;Julius;Yego;KEN;1989;Male;14376567.0
AL;4;600;W;1:25.37;;Randal Tyson Indoor Center;USA;Indoor;2025-01-17;Sanu;Jallow;GAM;2003;Female;14880079
AL;4;60H;W;7.91;;Coque Sport Center;LUX;Indoor;2025-01-19;Marione;Fourie;RSA;2002;Female;14838617
AL;4;DRE;W;14.01;;Clemson Indoor Track & Field Complex;USA;Indoor;2025-02-15;Winny;Chepngetich Bii;KEN;2003;Female;14989863.0
AL;4;10H;W;12.45;1.2;Stade Olympique;MAR;Outdoor;2025-05-25;Tobi;Amusan;NGR;1997;Female;14579526
AL;4;200;W;22.27;1.1;Ansin Sports Complex;USA;Outdoor;2025-05-03;Favour;Ofili;NGR;2002;Female;14756075
AL;4;4×8;M;7:26.96;;Gowans Stadium;USA;Outdoor;2025-05-15;Iowa;Central Cc;MAR;;Male;
AL;4;HAM;W;70.82;;Stade Germain Comarmond;MRI;Outdoor;2025-04-05;Zahra;Tatar;ALG;1992;Female;14428446
AL;4;50M;W;6.84;;Salle du Centre Mondial du Cyclisme;SUI;Indoor;2025-02-01;Malaïka;Malu;CGO;;Female;15203147
AL;4;HOC;M;2.21;;Športová hala Dukla;SVK;Indoor;2025-02-18;Brian;Raats;RSA;2004;Male;14932625
AL;4;2K0;W;6:14.79;;Hadar Yosef Stadium;ISR;Outdoor;2025-01-13;Cecelia;Thalang Juli Ajieth;SSD;;Female;15194637
AL;4;100;W;10.91;1.2;University of North Florda Jax Track at Hodges Stadium;USA;Outdoor;2025-05-29;Tima;Godbless;NGR;2004;Female;14909612
AL;4;10K;W;30:28.82;;Bislett Stadion;NOR;Outdoor;2025-06-11;Yenawa;Nbret;ETH;2007;Female;15090391
AL;4;400;M;43.76;;Ulinzi Sports Complex;KEN;Outdoor;2025-05-31;Zakithi;Nene;RSA;1998;Male;14696997
AL;4;KUG;M;21.62;;Stadio Quercia;ITA;Outdoor;2025-06-02;Chukwuebuka;Cornnell Enekwechi;NGR;1993;Male;14463876
AL;4;400;W;50.14;;Ulinzi Sports Complex;KEN;Outdoor;2025-05-31;Mercy;Adongo Oketch;KEN;2002;Female;14894311
AL;4;MEI;M;3:49.06;;Bislett Stadion;NOR;Outdoor;2025-06-12;Timothy;Cheruiyot;KEN;1995;Male;14643526
AL;4;3K0;W;8:11.56;;Stade Olympique;MAR;Outdoor;2025-05-25;Beatrice;Chebet;KEN;2000;Female;14749924
AL;4;DRE;M;17.15;;Sports Training Center;CHN;Indoor;2025-03-21;Hugues;Fabrice Zango;BUR;1993;Male;14523962
AL;4;5G;M;19:26.81;;Stade P. Marcombes;FRA;Outdoor;2025-05-18;Ismail;Benhammouda;ALG;2003;Male;15014602
AL;4;MEI;W;4:22.21;;Boston Univ. Track & Tennis Center;USA;Indoor;2025-03-02;Susan;Lokayo Ejore;KEN;1995;Female;14700633
AL;4;4×4;X;3:13.10;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;Kenya;;KEN;;Mixed;
AL;4;3KH;M;8:00.70;;Stade Olympique;MAR;Outdoor;2025-05-25;Soufiane;El Bakkali;MAR;1996;Male;14590424
AL;4;4×1;M;37.61;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;South;Africa;RSA;;Male;
AL;4;1K5;W;3:53.92;;Arena;POL;Indoor;2025-02-16;Gudaf;Tsegay;ETH;1997;Female;14595214
AL;1;11H;M;13.06;1.4;Ansin Sports Complex;USA;Outdoor;2025-05-03;Sasha;Zhoya;FRA;2002;Male;14745474
AL;1;10G;W;43:13.00;;Olimpiyets;BLR;Indoor;2025-02-14;Viktoryia;Bartash;BLR;1995;Female;14467671
AL;1;WEI;M;8.37;;Arena;POL;Indoor;2025-02-16;Mattia;Furlani;ITA;2005;Male;14905216
AL;1;4×4;M;2:58.19;;Tianhe Sports Center;CHN;Outdoor;2025-05-11;Belgium;;BEL;;Male;
AL;1;1K5;M;3:29.63;;Arena Stade Couvert;FRA;Indoor;2025-02-13;Jakob;Ingebrigtsen;NOR;2000;Male;14653717
AL;1;50M;M;5.69;;Atletická hala;CZE;Indoor;2025-02-04;Romell;Glave;GBR;1999;Male;14759041
AL;1;40H;M;47.28;;China Textile City Sports Centre;CHN;Outdoor;2025-05-03;Karsten;Warholm;NOR;1996;Male;14479487
AL;1;WEI;W;7.07;;Europahalle;GER;Indoor;2025-02-07;Malaika;Mihambo;GER;1994;Female;14377384
AL;1;HAM;M;81.91;;Sports Park Mladost;CRO;Outdoor;2025-05-24;Yann;Chaussinand;FRA;1998;Male;14632689
AL;1;KUG;W;20.69;;Omnisport;NED;Indoor;2025-03-09;Jessica;Schilder;NED;1999;Female;14688805
AL;1;4×2;M;1:23.71;;Atletická hala;CZE;Indoor;2025-02-23;TJ;Dukla Praha;CZE;;Male;
AL;1;DIS;W;68.1;;Helmut-Schön-Sportpark;GER;Outdoor;2025-05-30;Shanice;Craft;GER;1993;Female;14361931
AL;1;60M;M;6.49;;Omnisport;NED;Indoor;2025-03-08;Jeremiah;Azu;GBR;2001;Male;14771648
AL;1;5K0;W;14:23.15;;Stadio Olimpico;ITA;Outdoor;2025-06-06;Nadia;Battocletti;ITA;2000;Female;14700830
AL;1;600;M;1:14.01;;Parc des Sports C. Ehrmann;FRA;Outdoor;2025-05-31;Gabriel;Tual;FRA;1998;Male;14646018
AL;1;STA;W;4.85;;Gallur;ESP;Indoor;2025-02-28;Molly;Caudery;GBR;2000;Female;14688948
AL;1;2K0;M;5:03.71;;Salle Maryvonne Dupureur;FRA;Indoor;2025-01-11;Flavien;Szot;FRA;2001;Male;14851721
AL;1;5G;W;20:26.26;;KMSHVSM Arena;UKR;Indoor;2025-02-21;Lyudmila;Olyanovska;UKR;1993;Female;14388489
AL;1;1K0;M;2:16.09;;Utilita Arena Birmingham;GBR;Indoor;2025-02-15;Samuel;Chapple;NED;1998;Male;14742576
AL;1;300;W;35.56;;Fana Stadion;NOR;Outdoor;2025-06-03;Henriette;Jæger;NOR;2003;Female;14780807.0
AL;1;3KH;W;9:09.21;;Bislett Stadion;NOR;Outdoor;2025-06-12;Lea;Meyer;GER;1997;Female;14509240
AL;1;STA;M;6.28;;Olympiastadion;SWE;Outdoor;2025-06-15;Armand;Duplantis;SWE;1999;Male;14679502
AL;1;3G;M;10:45.60;;Hala Uniwersytetu;POL;Indoor;2025-02-08;Maher;Ben Hlima;POL;1989;Male;14329343
AL;1;50H;W;6.73;;Arena Stade Couvert;FRA;Indoor;2025-02-13;Laeticia;Bapté;FRA;1999;Female;14639107
AL;1;60H;M;7.39;;Atlas Arena;POL;Indoor;2025-02-08;Jakub;Szymański;POL;2002;Male;14799803
AL;1;800;M;1:42.72;;Olympiastadion;SWE;Outdoor;2025-06-15;Gabriel;Tual;FRA;1998;Male;14646018
AL;1;SPE;W;67.22;;Stadion Park Mladeži;CRO;Outdoor;2025-04-26;Adriana;Vilagoš;SRB;2004;Female;14791117
AL;1;2KH;M;5:20.03;;Heinz-Steyer-Stadion;GER;Outdoor;2025-05-24;Karl;Bebendorf;GER;1996;Male;14597064
AL;1;HOC;W;2.02;;Katara Amphitheatre;QAT;Outdoor;2025-05-09;Yaroslava;Mahuchikh;UKR;2001;Female;14739628
AL;1;DIS;M;75.56;;Millican Field at Throw Town;USA;Outdoor;2025-04-13;Mykolas;Alekna;LTU;2002;Male;14841124
AL;1;5K0;M;12:44.27;;Olympiastadion;SWE;Outdoor;2025-06-15;Andreas;Almgren;SWE;1995;Male;14460738
AL;1;10G;M;37:33.03;;Campo Mauro Ferrari;ITA;Outdoor;2025-04-13;Massimo;Stano;ITA;1992;Male;14327128
AL;1;3K0;M;7:27.92;;Stade couvert Jesse Owens;FRA;Indoor;2025-02-02;George;Mills;GBR;1999;Male;14646350
