result,nation,venue,venueCountry,date,name,yearOfBirth,sex,event,type
13.60,QAT,Hyderabad,IND,2007-10-17,Mohammed Aissa Al-Thawadi,1981,Male,110H,NR
13.34,ROU,Bucureşti,ROU,1993-06-18,Gheorghe Boroi,1964,Male,110H,NR
13.11,RSA,Praha,CZE,2017-06-05,Antonio Alkana,1990,Male,110H,NR
12.92,RUS,Székesfehérvár,HUN,2018-07-02,Sergey Shubenkov,1990,Male,110H,NR
15.50,RWA,Kigali,RWA,1987-08-22,Augustin Kabanda,,Male,110H,NR
14.46,SAM,Kuala Lumpur,MAS,1998-09-19,Avele Tanielu,1969,Male,110H,NR
13.18,SEN,Troyes,FRA,2023-07-01,Louis François Mendy,1999,Male,110H,NR
14.49,SEY,Harare,ZIM,1995-09-17,William Gamatis,,Male,110H,NR
13.83,SGP,Phnom Penh,CAM,2023-05-10,Chen Xiang Ang,1994,Male,110H,NR
13.95,SKN,Basseterre,SKN,2016-06-18,Akeem Chumney,1997,Male,110H,NR
14.06,SLE,Corby,GBR,1992-05-25,Benjamin Grant,1970,Male,110H,NR
13.56,SLO,Novo Mesto,SLO,2007-06-19,Damjan Zlatnar,1977,Male,110H,NR
16.52,SMR,Modena,ITA,2000-06-08,Manlio Molinari,1964,Male,110H,NR
16.20,SOL,Honiara,SOL,2023-11-30,Junior Peter,2002,Male,110H,NR
21.5,SOM,Chelmsford,GBR,2010-06-05,Mohamed Ismail Mohamed,,Male,110H,NR
13.39,SRB,Clermont FL,USA,2016-05-14,Milan Ristić,1991,Male,110H,NR
13.72,SRI,Diyagama,SRI,2023-07-30,I.G.J.I. Lakvijaya,2000,Male,110H,NR
14.80,STP,Braga,POR,2018-07-22,Mauro Fonseca,1995,Male,110H,NR
13.45,SUD,Alger,ALG,2004-10-07,Todd Jouda Matthews,1979,Male,110H,NR
13.07,SUI,Basel,SUI,2023-09-10,Jason Joseph,1998,Male,110H,NR
15.42,SUR,Xalapa,MEX,2014-11-25,Gayell Engeso,1994,Male,110H,NR
13.13,SVK,Stockholm/S,SWE,1997-07-07,Igor Kováč,1969,Male,110H,NR
13.35,SWE,Lausanne,SUI,2001-07-04,Robert Kronberg,1976,Male,110H,NR
15.84,SWZ,Manzini,SWZ,2019-05-18,Menziwokuhle Msibi,2002,Male,110H,NR
15.84,SWZ,Manzini,SWZ,2019-05-18,Ndabenhle Vilakati,,Male,110H,NR
14.05,SYR,Latakia,SYR,1991-10-02,Kheir Eldin Obeid,1966,Male,110H,NR
15.02,TAN,Christchurch,NZL,1974-01-25,Salum Hassan,,Male,110H,NR
14.49,TGA,Christchurch,NZL,1975-01-25,Sanitesi Latu,1950,Male,110H,NR
13.61,THA,Incheon,KOR,2014-09-30,Jumrut Rittidet,1989,Male,110H,NR
14.11,TJK,Kyiv,URS,1985-07-18,Aleksandr Zyabko,1964,Male,110H,NR
13.85,TKM,Bryansk,URS,1987-07-17,Igor Podmaryov,1961,Male,110H,NR
17.38,TKS,Annecy,FRA,1998-07-31,Levard Missick,1979,Male,110H,NR
14.14,TOG,Aix-les-Bains,FRA,2023-06-25,Philippe Petitjean,1997,Male,110H,NR
13.34,TPE,Taipei,TPE,2019-05-25,Chen Kuei-Ju,1993,Male,110H,NR
13.17,TTO,Toronto,CAN,2015-07-24,Mikel Thomas,1987,Male,110H,NR
13.76,TUN,Radès,TUN,2007-06-30,Aymen Ben Ahmed,1986,Male,110H,NR
13.36,TUR,Bursa,TUR,2022-06-25,Mikdat Sevler,1998,Male,110H,NR
14.42,UAE,Doha,QAT,2003-04-09,Mohamed Yousef Al-Hammadi,1984,Male,110H,NR
14.48,UGA,Roma,ITA,1960-09-03,Jean Baptiste Okello,1940,Male,110H,NR
13.22,UKR,Osaka,JPN,2007-08-31,Serhiy Demydyuk,1982,Male,110H,NR
14.89,URU,Santiago de Chile,CHI,1984-10-27,Javier Olivar,,Male,110H,NR
12.80,USA,Bruxelles,BEL,2012-09-07,Aries Merritt,1985,Male,110H,NR
15.33,VAN,Port Vila,VAN,2017-12-14,Dicko Japeth,,Male,110H,NR
13.85,VEN,Tokyo,JPN,1991-08-27,Elvis Cedeño,1964,Male,110H,NR
14.19,VIE,Palembang,INA,2011-11-13,Nguyen Ngoc Quang,1990,Male,110H,NR
16.65,VIN,Exeter,GBR,2015-07-19,Ronald De-Bique,,Male,110H,NR
15.83,YEM,Perth,AUS,1962-11-26,Christopher Salole,,Male,110H,NR
14.50,ZAM,Moskva,URS,1979-07-22,Davison Lishebo,1955,Male,110H,NR
13.99,ZIM,Tallahassee FL,USA,2001-03-23,Iain Harnden,1976,Male,110H,NR
