result,nation,venue,venueCountry,date,name,yearOfBirth,sex,event,type
8:26.16,CUB,La Habana,CUB,2009-06-19,José Sánchez,1986,Male,3000S,NR
8:24.01,CYP,Casablanca,MAR,1983-09-15,Philippos Philippou,1956,Male,3000S,NR
8:23.8,CZE,Praha,TCH,1972-09-17,Dusan Moravcik,1948,Male,3000S,NR
8:20.42,DEN,Turku,FIN,2021-06-08,Ole Hesselbjerg,1990,Male,3000S,NR
8:22.17,DJI,Nice,FRA,2021-06-12,Mohamed Ismail Ibrahim,1997,Male,3000S,NR
9:29.10,DMA,St Charles IL,USA,1999-05-01,Neehall Philogene,,Male,3000S,NR
8:38.0,DOM,San Germán,PUR,2017-03-02,Alvaro Abreu,1991,Male,3000S,NR
8:47.0,ECU,Guayaquil,ECU,2023-05-27,Jimmy Gomez,1992,Male,3000S,NR
8:22.74,EGY,Dély Ibrahim,ALG,2023-07-24,Salim Mohammed Salim,1993,Male,3000S,NR
8:11.22,ERI,Roma,ITA,2017-06-08,Yemane Haileselassie,1998,Male,3000S,NR
8:45.36,ESA,West Long Branch NJ,USA,2023-06-17,Carlos Santos,2000,Male,3000S,NR
8:05.69,ESP,Monaco,MON,2019-07-12,Fernando Carro,1992,Male,3000S,NR
8:28.55,EST,Zagreb,CRO,2019-09-03,Kaur Kivistik,1991,Male,3000S,NR
7:52.11,ETH,Paris,FRA,2023-06-09,Lamecha Girma,2000,Male,3000S,NR
8:48.0,FIJ,Seattle WA,USA,1971-06-17,Usaia Sotutu,1948,Male,3000S,NR
8:10.67,FIN,Zürich,SUI,2009-08-28,Jukka Keskisalo,1981,Male,3000S,NR
8:00.09,FRA,Saint-Denis,FRA,2013-07-06,Mahiedine Mekhissi-Benabbad,1985,Male,3000S,NR
9:31.2,GAB,Libreville,GAB,1979-01-04,Philemon Moupaka,,Male,3000S,NR
9:25.03,GAM,Ravenna,ITA,2017-09-27,Nfamara Njie,1998,Male,3000S,NR
8:07.96,GBR,Seoul,KOR,1988-09-30,Mark Rowland,1963,Male,3000S,NR
10:06.22,GBS,Beja,POR,2013-05-06,Mussa Djau,1995,Male,3000S,NR
8:28.0,GEO,Moskva,URS,1977-06-11,Sergei Skripka,1950,Male,3000S,NR
9:04.54,GEQ,Eagle Rock CA,USA,2008-06-07,Roberto Caraciolo Mandje,1982,Male,3000S,NR
8:09.48,GER,Zürich,SUI,1999-08-11,Damian Kallabis,1973,Male,3000S,NR
8:57.54,GHA,München,FRG,1972-01-09,Robert Hackman,1948,Male,3000S,NR
9:27.79,GIB,Birmingham,GBR,2019-02-08,Harvey Dixon,1993,Male,3000S,NR
8:46.45,GUA,Kobe,JPN,1985-09-02,Hugo García,1963,Male,3000S,NR
9:40.24,GUI,Rieti,ITA,2019-07-06,Mamadou Barkinden Diallo,,Male,3000S,NR
9:38.98,GUM,San Francisco CA,USA,1996-03-16,Brent Mark Butler,1974,Male,3000S,NR
9:54.91,GUY,Leonora,GUY,2019-06-08,Odwin Tudor,,Male,3000S,NR
10:36.2,HAI,Lübeck,GER,1972-08-05,Joseph Anilis,,Male,3000S,NR
9:15.03,HKG,Hongkong,HKG,2019-01-20,Nip Hanniel Chow Hon,1997,Male,3000S,NR
9:23.6,HON,Ciudad de México,MEX,1976-04-01,Hipolito Lopez,1952,Male,3000S,NR
8:17.97,HUN,Potsdam,GER,1984-07-21,Gábor Markó,1960,Male,3000S,NR
8:54.32,INA,Jakarta,INA,2018-08-27,Atjong Tio Purwanto,1991,Male,3000S,NR
8:11.20,IND,Birmingham,GBR,2022-08-06,Avinash Sable,1994,Male,3000S,NR
8:22.79,IRI,Jakarta,INA,2018-08-27,Hossein Keyhani,1990,Male,3000S,NR
8:24.09,IRL,Bruxelles,BEL,1985-08-30,Brendan Quinn,1960,Male,3000S,NR
8:35.85,IRQ,Doha,QAT,2023-04-26,Mohamed Abdullah Mahal,1991,Male,3000S,NR
8:44.11,ISL,Tampa FL,USA,2018-05-25,Hlynur Andrésson,1993,Male,3000S,NR
8:24.14,ISR,Metz,FRA,2008-07-04,Itai Maggidi,1981,Male,3000S,NR
9:25.30,ISV,Ponce,PUR,2009-04-24,Juan Robles,1989,Male,3000S,NR
8:08.57,ITA,Roma,ITA,1987-09-05,Francesco Panetta,1963,Male,3000S,NR
9:30.26,IVB,Athens OH,USA,1998-05-02,Anderson Legair,,Male,3000S,NR
8:52.82,JAM,Indianapolis IN,USA,1985-05-04,Lionel Scott,,Male,3000S,NR
8:40.74,JOR,Lübeck,GER,1990-07-07,Jihad Al-Balaoui,1969,Male,3000S,NR
8:09.91,JPN,Paris,FRA,2023-06-09,Ryuji Miura,2002,Male,3000S,NR
8:24.13,KAZ,Moskva,RUS,2012-06-11,Artyom Kosinov,1986,Male,3000S,NR
7:53.64,KEN,Monaco,MON,2011-07-22,Brimin Kipruto,1985,Male,3000S,NR
8:38.4,KGZ,Moskva,URS,1980-07-04,Aiyin Isakov,1952,Male,3000S,NR
12:03.70,KIR,Honiara,SOL,1981-11-07,Peter Birati,,Male,3000S,NR
8:42.86,KOR,Seoul,KOR,1990-06-09,Jin Soo-Sun,1964,Male,3000S,NR
9:12.8,KOS,UNKNOWN,???,1987-09-05,Mustafe Shabani,,Male,3000S,NR
8:08.14,KSA,Stockholm/S,SWE,2002-07-16,Sa'ad Shaddad Al-Asmari,1968,Male,3000S,NR
8:35.62,KUW,Alger,ALG,2008-05-29,Omar Awadh Al-Rashidi,1984,Male,3000S,NR
9:37.41,LAO,Singapore,SGP,2015-06-12,Sysavath Thammavongchit,,Male,3000S,NR
8:31.35,LAT,Moskva,URS,1988-09-04,Gatis Deksnis,1964,Male,3000S,NR
9:02.84,LBA,Radès,TUN,2016-07-16,Abderahim Slougui,,Male,3000S,NR
8:44.05,LBN,Eugene OR,USA,2022-05-14,Munir Kabbara,2000,Male,3000S,NR
9:40.81,LBR,Baton Rouge LA,USA,2003-12-04,Toartou Kargou,,Male,3000S,NR
10:34.96,LES,Bulawayo,ZIM,2014-12-13,Bokang Motseki,,Male,3000S,NR
10:08.37,LIE,Zenica,BIH,2007-06-24,Florian Hilti,1979,Male,3000S,NR
8:22.2,LTU,Kyiv,URS,1969-08-19,Vladimiras Dudinas,1941,Male,3000S,NR
8:40.3,LUX,Luxembourg,LUX,1984-07-20,Francis Hoeser,1962,Male,3000S,NR
10:03.33,MAC,Nanning,CHN,2023-11-10,Leong Chin Hei,2000,Male,3000S,NR
8:50.8,MAD,St-Paul-Reunion,FRA,1998-08-11,Augustin Ravaolahy,1969,Male,3000S,NR
7:55.28,MAR,Bruxelles,BEL,2001-08-24,Brahim Boulami,1972,Male,3000S,NR
8:59.10,MAS,Kuala Lumpur,MAS,1998-09-17,Nainasagoram Shanmuganathan,1975,Male,3000S,NR
10:24.62,MAW,Lilongwe,MAW,2022-12-10,Emmanuel Kamphanda,,Male,3000S,NR
8:18.97,MDA,Beijing,CHN,2008-08-16,Ivan Lukyanov,1981,Male,3000S,NR
8:25.69,MEX,Barakaldo,ESP,2000-07-08,Salvador Miranda,1971,Male,3000S,NR
9:11.39,MGL,Leningrad,URS,1981-07-24,Davaajav Ganbold,,Male,3000S,NR
9:10.4,MKD,Beograd,YUG,1971-09-12,Gorgi Vuckov,1948,Male,3000S,NR
9:17.9,MLI,Niamey,NIG,1998-05-30,Youssouf Békaye Coulibaly,,Male,3000S,NR
9:09.00,MLT,Marsa,MLT,2023-04-15,Luke Micallef,1989,Male,3000S,NR
9:14.2,MNE,Celje,YUG,1984-06-21,Igor Gojnic,1962,Male,3000S,NR
10:35.97,MON,Nice,FRA,2007-06-02,Sebastien Garro,1989,Male,3000S,NR
9:22.32,MOZ,Lisboa,POR,2004-07-21,Hélio Fumo,1983,Male,3000S,NR
8:55.66,MRI,Saint-Maur,FRA,1994-06-15,Patrick Moonsamy,1969,Male,3000S,NR
9:07.18,MTN,Beveren,BEL,2015-05-16,Mohamed Beirouk,1985,Male,3000S,NR
8:56.18,MYA,Manila,PHI,1981-12-12,Maung Hla,,Male,3000S,NR
9:31.23,NAM,Windhoek,NAM,1992-06-19,Frank Tuihaleni Kayele,,Male,3000S,NR
9:03.0,NCA,Managua,NCA,2012-04-21,Álvaro Vásquez,1984,Male,3000S,NR
8:04.95,NED,Bruxelles,BEL,2005-08-26,Simon Vroemen,1969,Male,3000S,NR
8:55.2,NEP,Pokhara,NEP,2022-10-17,Bahadur Budha Durga,1990,Male,3000S,NR
11:32.2,NFI,Middlegate,USA,1994-12-02,Trevor Calder,,Male,3000S,NR
9:14.16,NIG,Niamey,NIG,2019-07-19,Abdoulaye El Hadj Issa,,Male,3000S,NR
11:51.20,NIU,Suva,FIJ,1979-01-09,Pihigia Talagi,,Male,3000S,NR
11:45.25,NMI,Susupe,NMI,2011-05-27,Michael Mancao,,Male,3000S,NR
8:12.05,NOR,Bruxelles,BEL,1997-08-22,Jim Svenøy,1972,Male,3000S,NR
10:59.0,NRU,Port Moresby,PNG,1969-08-15,Karl Teabuge,,Male,3000S,NR
8:13.26,NZL,Monaco,MON,2023-07-21,George Beamish,1996,Male,3000S,NR
9:09.26,OMA,Doha,QAT,2006-12-08,Qais Salim Al-Mahrooqi,1986,Male,3000S,NR
8:42.43,PAK,Islamabad,PAK,1989-10-21,Abdul Razzaq-2,,Male,3000S,NR
8:47.67,PAN,Panama City,PAN,2023-04-15,Didier Rodriguez,1998,Male,3000S,NR
8:52.62,PAR,Seoul,KOR,1988-09-28,Ramon Lopez,1963,Male,3000S,NR
8:28.67,PER,Berlin,GER,2009-08-16,Mario Bazán,1987,Male,3000S,NR
8:35.09,PHI,Seoul,KOR,1988-09-28,Hector Begeo,1964,Male,3000S,NR
9:05.86,PLE,New Delhi,IND,1989-11-16,Jamal Mahmoud Hamada,1967,Male,3000S,NR
9:25.8,PNG,Port Moresby,PNG,1971-08-27,John Kokinai,1951,Male,3000S,NR
8:09.11,POL,Montréal,CAN,1976-07-28,Bronisław Malinowski,1951,Male,3000S,NR
8:19.82,POR,Stockholm/S,SWE,2004-07-27,Manuel Silva,1978,Male,3000S,NR
8:53.8,PRK,Pyongyang,PRK,1994-04-03,Ju Il Myong,,Male,3000S,NR
8:27.91,PUR,Barakaldo,ESP,2004-07-10,Alex Greaux,1977,Male,3000S,NR
7:53.63,QAT,Bruxelles,BEL,2004-09-03,Saif Saeed Shaheen,1982,Male,3000S,NR
8:13.26,ROU,Sevilla,ESP,1999-08-21,Florin Ionescu,1971,Male,3000S,NR
8:11.50,RSA,Daegu,KOR,2011-08-29,Ruben Ramolefi,1978,Male,3000S,NR
8:15.54,RUS,Saint-Denis,FRA,2003-07-04,Pavel Potapovich,1980,Male,3000S,NR
8:39.05,RWA,Pézenas,FRA,2011-05-28,Gervais Hakizimana,1987,Male,3000S,NR
10:01.15,SAM,Suva,FIJ,1979-01-09,James Hoeflich,,Male,3000S,NR
8:58.13,SEN,Castellón,ESP,2016-07-03,Boubacar Sabaly,1997,Male,3000S,NR
8:47.99,SEY,Victoria2,SEY,2001-06-10,Ronny Marie,1981,Male,3000S,NR
9:11.24,SGP,Kuala Lumpur,MAS,1991-10-19,Mathevan Maran,1970,Male,3000S,NR
9:15.61,SLE,Al-Kuwait,KUW,1989-11-01,Modupeh Jonah,,Male,3000S,NR
8:16.96,SLO,Ostrava,CZE,2003-06-12,Boštjan Buč,1980,Male,3000S,NR
9:25.85,SMR,Bologna,ITA,1999-07-08,Matteo Zafferani,1974,Male,3000S,NR
9:34.86,SOL,Tafuna,ASA,1997-08-16,Primo Higa,1973,Male,3000S,NR
8:50.31,SOM,Rovereto,ITA,2014-07-20,Mohd. Abdulkader Sheikh Ali,,Male,3000S,NR
8:28.80,SRB,Budapest,HUN,1989-09-04,Vule Maksimovic,1965,Male,3000S,NR
8:45.33,SRI,Colombo,SRI,1998-12-31,G. Shantha Mendis,1975,Male,3000S,NR
9:26.5,SSD,Kampala,UGA,2022-06-25,Jacob Ajan Chol,2003,Male,3000S,NR
9:26.5,SSD,Kampala,UGA,2022-06-25,Ajan Jacob Chol,,Male,3000S,NR
10:08.0,STP,Luanda,ANG,1981-08-25,Mario Pitra,,Male,3000S,NR
8:31.20,SUD,Montbéliard,FRA,2016-06-01,Yousif Abdalla Yousif,1996,Male,3000S,NR
8:22.24,SUI,Hengelo,NED,2001-06-04,Christian Belz,1974,Male,3000S,NR
8:32.7,SVK,Banská Bystrica,TCH,1978-08-06,Milan Slovak,1956,Male,3000S,NR
8:05.75,SWE,Heusden,BEL,2007-07-28,Mustafa Mohamed,1979,Male,3000S,NR
8:34.66,SYR,Kuala Lumpur,MAS,1991-10-19,Salah Mostafa Habib,1969,Male,3000S,NR
8:12.48,TAN,Moskva,URS,1980-07-31,Filbert Bayi,1953,Male,3000S,NR
10:31.95,TGA,Suva,FIJ,1979-01-09,Peau'afi Haukunima,,Male,3000S,NR
8:52.47,THA,Hanoi,VIE,2003-12-08,Jirasak Sutthichart,1977,Male,3000S,NR
8:46.4,TJK,Moskva,URS,1980-04-15,Anatoli Belugurov,,Male,3000S,NR
8:50.43,TKM,Kyiv,URS,1988-07-18,Igor Zaynalov,,Male,3000S,NR
9:14.07,TLS,Jakarta,INA,2018-08-27,Felisberto De Deus,1999,Male,3000S,NR
9:05.55,TOG,Bamako,MLI,2013-05-18,Malaba Tchendo,,Male,3000S,NR
8:34.76,TPE,Busan,KOR,2002-10-09,Wu Wen-Chien,1977,Male,3000S,NR
8:49.82,TTO,Raleigh NC,USA,1994-05-27,Quintin John,,Male,3000S,NR
8:12.19,TUN,Paris,FRA,2023-06-09,Mohamed Amine Jihnaoui,1997,Male,3000S,NR
8:17.85,TUR,London,GBR,2012-08-03,Tarik Langat Akdag,1988,Male,3000S,NR
8:35.64,UAE,Hamburg,GER,1993-08-04,Mohamed Ahmed Amer,1967,Male,3000S,NR
8:03.81,UGA,Lausanne,SUI,2010-07-08,Benjamin Kiplagat,1989,Male,3000S,NR
8:21.75,UKR,Moskva,URS,1984-07-19,Andrey Popelyayev,1963,Male,3000S,NR
8:23.02,URU,Hengelo,NED,1992-06-28,Ricardo Vera,1962,Male,3000S,NR
8:00.45,USA,Saint-Denis,FRA,2015-07-04,Evan Jager,1989,Male,3000S,NR
8:27.51,UZB,Moskva,URS,1983-06-19,Anatoli Dimov,,Male,3000S,NR
9:21.11,VAN,Pirae,PYF,1995-08-18,Tawai Keiruan,1972,Male,3000S,NR
8:20.87,VEN,Berlin,GER,2013-09-01,José Gregorio Peña,1987,Male,3000S,NR
8:51.16,VIE,Tampere,FIN,2018-07-12,Nguyen Trung Cuong,2000,Male,3000S,NR
9:06.55,VIN,Hamilton,CAN,2019-05-26,DeLohnni Nicol-Samuel,1991,Male,3000S,NR
8:55.34,YEM,Adrian OR,USA,2018-05-12,Mohamed Aziz,,Male,3000S,NR
8:25.49,ZAM,Birmingham,GBR,1995-07-16,Godfrey Siamusiye,1972,Male,3000S,NR
8:45.33,ZIM,Austin TX,USA,1994-09-04,Passmore Furusa,1970,Male,3000S,NR
